MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,IS_URBAN,IS_XBORDER,SELF_REPORTED_ASMT,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,OWN_REAL_ESTATE,PROP_UNKN,ESTABLISHED_MONTH,OTHER_INSTALL_PLAN,RENT,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,BRANCHES,TELEPHONE,SHIP_INTERNATIONAL,IS_DEFAULT
392,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",983,"above 1000 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","YES","NO",19,"NO","YES","NO",1,2,1,"NO","NO","No"
393,"0 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",3249,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","YES",39,"YES","NO","NO",1,4,2,"YES","NO","No"
394,"0 USD",6,"CRITICAL ACCOUNT","ELECTRONICS",1957,"up to 100 K USD","4 to 7 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",31,"NO","NO","YES",1,3,1,"NO","NO","No"
395,"NONE",9,"CRITICAL ACCOUNT","FURNITURE",2406,"up to 100 K USD","TBD","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",31,"NO","NO","YES",1,4,1,"NO","NO","No"
396,"0 to 200 USD",39,"DELAY IN PAST","EDUCATION",11760,"100 to 500 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",32,"NO","YES","NO",1,3,1,"YES","NO","No"
397,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",2578,"up to 100 K USD","TBD","CT","NO","NO","NO","NO","NO","4","NO","YES",55,"NO","NO","NO",1,4,1,"NO","NO","No"
398,"0 USD",36,"CRITICAL ACCOUNT","FURNITURE",2348,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",46,"NO","NO","YES",2,3,1,"YES","NO","No"
399,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1223,"up to 100 K USD","above 7 YRS","PA","YES","NO","NO","NO","NO","1 to 2 YRS","YES","NO",46,"NO","YES","NO",2,3,1,"NO","NO","Yes"
400,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",1516,"above 1000 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",43,"NO","NO","YES",2,2,1,"NO","NO","No"
401,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1473,"up to 100 K USD","up to 1 YR","CT","NO","NO","YES","NO","NO","4","YES","NO",39,"NO","NO","YES",1,3,1,"YES","NO","No"
402,"0 to 200 USD",18,"CRITICAL ACCOUNT","RETRAINING",1887,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","YES","NO","NO","4","YES","NO",28,"YES","NO","YES",2,3,1,"NO","NO","No"
403,"NONE",24,"DELAY IN PAST","RETRAINING",8648,"up to 100 K USD","up to 1 YR","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",27,"YES","NO","YES",2,3,1,"YES","NO","Yes"
404,"NONE",14,"DELAY IN PAST","NEW CAR",802,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",27,"NO","NO","YES",2,2,1,"NO","NO","No"
405,"0 to 200 USD",18,"DELAY IN PAST","NEW CAR",2899,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",43,"NO","NO","YES",1,3,2,"NO","NO","No"
406,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2039,"up to 100 K USD","up to 1 YR","PA","NO","NO","YES","NO","NO","1 to 2 YRS","NO","NO",22,"NO","NO","YES",1,3,1,"YES","NO","Yes"
407,"NONE",24,"CRITICAL ACCOUNT","USED CAR",2197,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",43,"NO","NO","YES",2,3,2,"YES","NO","No"
408,"0 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",1053,"up to 100 K USD","up to 1 YR","NY","NO","NO","YES","NO","NO","2 to 3 YRS","YES","NO",27,"NO","NO","YES",1,3,1,"NO","YES","No"
409,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3235,"500 to 1000 K USD","above 7 YRS","CT","YES","NO","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",1,4,1,"YES","NO","No"
410,"above 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",939,"500 to 1000 K USD","4 to 7 YRS","NY","NO","NO","YES","NO","NO","2 to 3 YRS","YES","NO",28,"NO","NO","YES",3,3,1,"YES","NO","Yes"
411,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1967,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",20,"NO","NO","YES",1,3,1,"YES","NO","No"
412,"NONE",33,"CRITICAL ACCOUNT","USED CAR",7253,"up to 100 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",35,"NO","NO","YES",2,4,1,"YES","NO","No"
413,"NONE",12,"CRITICAL ACCOUNT","RETRAINING",2292,"up to 100 K USD","TBD","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",42,"YES","NO","YES",2,4,1,"YES","NO","Yes"
414,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1597,"500 to 1000 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","YES",40,"NO","YES","NO",1,2,2,"NO","YES","No"
415,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1381,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",35,"NO","NO","YES",1,3,1,"NO","NO","Yes"
416,"NONE",36,"CRITICAL ACCOUNT","USED CAR",5842,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",35,"NO","NO","YES",2,3,2,"YES","NO","No"
417,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",2579,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","1 to 2 YRS","YES","NO",33,"NO","NO","YES",1,2,2,"NO","NO","Yes"
418,"0 USD",18,"DELAY IN PAST","EDUCATION",8471,"UNKNOWN/NONE","1 to 4 YRS","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",23,"NO","YES","NO",2,3,1,"YES","NO","No"
419,"NONE",21,"EXISTING CREDITS PAID BACK","NEW CAR",2782,"500 to 1000 K USD","4 to 7 YRS","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",31,"YES","NO","YES",1,4,1,"NO","NO","No"
420,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",1042,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",33,"NO","NO","YES",1,3,1,"NO","NO","Yes"
421,"NONE",15,"EXISTING CREDITS PAID BACK","NEW CAR",3186,"above 1000 K USD","4 to 7 YRS","NJ","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",20,"NO","YES","NO",1,3,1,"NO","NO","No"
422,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","USED CAR",2028,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",1,3,1,"NO","NO","No"
423,"0 to 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",958,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",47,"NO","NO","YES",2,2,2,"NO","NO","No"
424,"NONE",21,"DELAY IN PAST","FURNITURE",1591,"100 to 500 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",34,"NO","NO","YES",2,4,1,"NO","NO","No"
425,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",2762,"UNKNOWN/NONE","above 7 YRS","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",25,"YES","NO","YES",1,3,1,"YES","NO","Yes"
426,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","USED CAR",2779,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","YES","NO","NO","above 4 YRS","NO","NO",21,"NO","YES","NO",1,3,1,"YES","NO","No"
427,"NONE",28,"CRITICAL ACCOUNT","ELECTRONICS",2743,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",29,"NO","NO","YES",2,3,1,"NO","NO","No"
428,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",1149,"above 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",46,"NO","NO","YES",2,3,1,"NO","NO","No"
429,"NONE",9,"EXISTING CREDITS PAID BACK","FURNITURE",1313,"up to 100 K USD","above 7 YRS","PA","NO","YES","NO","NO","NO","4","NO","NO",20,"NO","NO","YES",1,3,1,"NO","NO","No"
430,"0 USD",18,"CRITICAL ACCOUNT","OTHER",1190,"up to 100 K USD","TBD","NJ","NO","NO","NO","NO","NO","4","NO","YES",55,"NO","NO","NO",3,1,2,"NO","NO","Yes"
431,"NONE",5,"EXISTING CREDITS PAID BACK","RETRAINING",3448,"up to 100 K USD","4 to 7 YRS","PA","NO","YES","NO","NO","NO","4","YES","NO",74,"NO","NO","YES",1,2,1,"NO","NO","No"
432,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","OTHER",11328,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","YES","NO","above 4 YRS","NO","NO",29,"YES","NO","YES",2,4,1,"YES","NO","Yes"
433,"0 USD",6,"CRITICAL ACCOUNT","FURNITURE",1872,"up to 100 K USD","TBD","NY","NO","YES","NO","NO","NO","4","NO","YES",36,"NO","NO","NO",3,4,1,"YES","NO","No"
434,"NONE",24,"CRITICAL ACCOUNT","OTHER",2058,"up to 100 K USD","1 to 4 YRS","NY","YES","NO","NO","NO","NO","2 to 3 YRS","YES","NO",33,"NO","NO","YES",2,3,1,"YES","NO","No"
435,"0 USD",9,"EXISTING CREDITS PAID BACK","FURNITURE",2136,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",25,"NO","NO","YES",1,3,1,"NO","NO","No"
436,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1484,"UNKNOWN/NONE","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","1 to 2 YRS","YES","NO",25,"NO","NO","YES",1,3,1,"YES","NO","Yes"
437,"NONE",6,"EXISTING CREDITS PAID BACK","OTHER",660,"500 to 1000 K USD","4 to 7 YRS","NJ","NO","NO","YES","NO","NO","4","YES","NO",23,"NO","YES","NO",1,2,1,"NO","NO","No"
438,"NONE",24,"CRITICAL ACCOUNT","NEW CAR",1287,"above 1000 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","YES","NO",37,"NO","NO","YES",2,3,1,"YES","NO","No"
439,"0 USD",42,"CRITICAL ACCOUNT","OTHER",3394,"up to 100 K USD","TBD","NY","NO","YES","NO","YES","NO","4","NO","NO",65,"NO","NO","YES",2,1,1,"NO","NO","No"
440,"above 200 USD",12,"ALL CREDITS PAID BACK","RETRAINING",609,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",26,"NO","NO","YES",1,1,1,"NO","NO","Yes"
441,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",1884,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",39,"NO","NO","YES",1,4,1,"YES","NO","No"
442,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1620,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","YES","NO","above 4 YRS","NO","NO",30,"NO","NO","YES",1,3,1,"NO","NO","No"
443,"0 to 200 USD",20,"DELAY IN PAST","OTHER",2629,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",29,"YES","NO","YES",2,3,1,"YES","NO","No"
444,"NONE",12,"EXISTING CREDITS PAID BACK","EDUCATION",719,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",41,"YES","NO","YES",1,2,2,"NO","NO","Yes"
445,"0 to 200 USD",48,"CRITICAL ACCOUNT","FURNITURE",5096,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",30,"NO","NO","YES",1,4,1,"YES","NO","Yes"
446,"NONE",9,"CRITICAL ACCOUNT","EDUCATION",1244,"UNKNOWN/NONE","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",41,"NO","YES","NO",2,2,1,"NO","NO","No"
447,"0 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",1842,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",34,"NO","NO","YES",1,3,1,"YES","NO","Yes"
448,"0 to 200 USD",7,"EXISTING CREDITS PAID BACK","ELECTRONICS",2576,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","YES","2 to 3 YRS","YES","NO",35,"NO","NO","YES",1,3,1,"NO","NO","No"
449,"above 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1424,"UNKNOWN/NONE","above 7 YRS","CT","NO","NO","NO","NO","NO","4","YES","NO",55,"NO","NO","YES",1,4,1,"YES","NO","No"
450,"0 to 200 USD",15,"DELAY IN PAST","OTHER",1512,"above 1000 K USD","1 to 4 YRS","CT","NO","NO","YES","NO","NO","above 4 YRS","NO","NO",61,"YES","NO","YES",2,3,1,"NO","NO","Yes"
451,"NONE",36,"CRITICAL ACCOUNT","USED CAR",11054,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",1,4,1,"YES","NO","No"
452,"NONE",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",518,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",29,"NO","NO","YES",1,3,1,"NO","NO","No"
453,"NONE",12,"NONE TAKEN","FURNITURE",2759,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",34,"NO","NO","YES",2,3,1,"NO","NO","No"
454,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2670,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",35,"NO","NO","YES",1,4,1,"YES","NO","No"
455,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",4817,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","YES","NO","above 4 YRS","NO","NO",31,"NO","NO","YES",1,3,1,"YES","NO","Yes"
456,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2679,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","YES",29,"NO","NO","YES",1,4,1,"YES","NO","No"
457,"0 USD",11,"CRITICAL ACCOUNT","NEW CAR",3905,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",36,"NO","YES","NO",2,3,2,"NO","NO","No"
458,"0 USD",12,"EXISTING CREDITS PAID BACK","USED CAR",3386,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",35,"NO","NO","NO",1,3,1,"YES","NO","Yes"
459,"0 USD",6,"EXISTING CREDITS PAID BACK","OTHER",343,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",27,"NO","NO","YES",1,3,1,"NO","NO","No"
460,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",4594,"up to 100 K USD","up to 1 YR","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",32,"NO","NO","YES",1,3,1,"YES","NO","No"
461,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",3620,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","YES","2 to 3 YRS","NO","NO",37,"NO","NO","YES",1,3,2,"NO","NO","No"
462,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",1721,"up to 100 K USD","up to 1 YR","NJ","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",36,"NO","NO","YES",1,3,1,"NO","NO","No"
463,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",3017,"up to 100 K USD","up to 1 YR","CT","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",34,"NO","YES","NO",1,4,1,"NO","NO","No"
464,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","OTHER",754,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",38,"NO","NO","YES",2,3,1,"NO","NO","No"
465,"NONE",18,"EXISTING CREDITS PAID BACK","RETRAINING",1950,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",34,"YES","NO","YES",2,3,1,"YES","NO","No"
466,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2924,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","YES","4","NO","YES",63,"YES","NO","YES",1,3,2,"YES","NO","No"
467,"0 USD",24,"DELAY IN PAST","ELECTRONICS",1659,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",29,"NO","YES","NO",1,2,1,"YES","NO","Yes"
468,"NONE",48,"DELAY IN PAST","ELECTRONICS",7238,"UNKNOWN/NONE","above 7 YRS","CT","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",32,"YES","NO","YES",2,3,2,"NO","NO","No"
469,"NONE",33,"DELAY IN PAST","RETRAINING",2764,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",26,"NO","NO","YES",2,3,1,"YES","NO","No"
470,"NONE",24,"DELAY IN PAST","USED CAR",4679,"up to 100 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",35,"NO","NO","YES",2,2,1,"YES","NO","No"
471,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3092,"100 to 500 K USD","up to 1 YR","CT","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",22,"NO","YES","NO",1,3,1,"YES","NO","Yes"
472,"0 USD",6,"EXISTING CREDITS PAID BACK","EDUCATION",448,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","NO","YES",1,3,1,"NO","NO","Yes"
473,"0 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",654,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",28,"NO","NO","YES",1,2,1,"NO","NO","Yes"
474,"NONE",6,"EXISTING CREDITS PAID BACK","OTHER",1238,"UNKNOWN/NONE","TBD","NY","NO","YES","NO","NO","NO","4","NO","NO",36,"NO","NO","YES",1,4,2,"YES","NO","No"
475,"0 to 200 USD",18,"CRITICAL ACCOUNT","ELECTRONICS",1245,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",33,"NO","NO","YES",1,3,1,"NO","NO","Yes"
476,"0 USD",18,"NONE TAKEN","FURNITURE",3114,"up to 100 K USD","up to 1 YR","PA","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","YES","NO",1,3,1,"NO","NO","Yes"
477,"NONE",39,"EXISTING CREDITS PAID BACK","USED CAR",2569,"500 to 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",24,"NO","NO","YES",1,3,1,"NO","NO","No"
478,"above 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",5152,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",25,"YES","NO","YES",1,3,1,"NO","NO","No"
479,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","RETRAINING",1037,"100 to 500 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","4","YES","NO",39,"NO","NO","YES",1,2,1,"NO","NO","No"
480,"0 USD",15,"CRITICAL ACCOUNT","FURNITURE",1478,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",44,"NO","NO","YES",2,3,2,"YES","NO","No"
481,"0 to 200 USD",12,"CRITICAL ACCOUNT","ELECTRONICS",3573,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",23,"NO","NO","YES",1,2,1,"NO","NO","No"
482,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1201,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",26,"NO","NO","YES",1,3,1,"NO","NO","No"
483,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",3622,"above 1000 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",57,"NO","YES","NO",2,3,1,"YES","NO","No"
484,"NONE",15,"DELAY IN PAST","FURNITURE",960,"above 1000 K USD","4 to 7 YRS","CT","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",2,3,1,"NO","NO","No"
485,"NONE",12,"CRITICAL ACCOUNT","NEW CAR",1163,"500 to 1000 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",44,"NO","NO","YES",1,3,1,"YES","NO","No"
486,"0 to 200 USD",6,"DELAY IN PAST","NEW CAR",1209,"up to 100 K USD","TBD","NY","NO","YES","NO","NO","NO","4","NO","NO",47,"NO","NO","YES",1,4,1,"YES","NO","Yes"
487,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3077,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",52,"NO","NO","YES",1,3,1,"YES","NO","No"
488,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",3757,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","YES","NO","4","NO","YES",62,"NO","NO","NO",1,3,1,"YES","NO","No"
489,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1418,"100 to 500 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",35,"NO","YES","NO",1,2,1,"NO","YES","No"
490,"NONE",6,"EXISTING CREDITS PAID BACK","NEW CAR",3518,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","YES","above 4 YRS","NO","NO",26,"NO","YES","NO",1,3,1,"NO","NO","No"
491,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",1934,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","YES",26,"NO","NO","YES",2,3,1,"NO","NO","No"
492,"0 to 200 USD",27,"NONE TAKEN","RETRAINING",8318,"up to 100 K USD","above 7 YRS","NJ","NO","NO","NO","NO","NO","4","NO","YES",42,"NO","NO","NO",2,4,1,"YES","NO","Yes"
493,"NONE",6,"CRITICAL ACCOUNT","ELECTRONICS",1237,"100 to 500 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",27,"NO","NO","YES",2,3,1,"NO","NO","No"
494,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",368,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",38,"NO","NO","YES",1,3,1,"NO","NO","No"
495,"0 USD",12,"CRITICAL ACCOUNT","NEW CAR",2122,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",39,"NO","YES","NO",2,2,2,"NO","YES","No"
496,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",2996,"UNKNOWN/NONE","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","4","NO","NO",20,"NO","NO","YES",1,3,1,"NO","NO","Yes"
497,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",9034,"100 to 500 K USD","up to 1 YR","NY","NO","YES","NO","YES","NO","1 to 2 YRS","NO","YES",29,"NO","YES","NO",1,4,1,"YES","NO","Yes"
498,"NONE",24,"CRITICAL ACCOUNT","FURNITURE",1585,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",40,"NO","NO","YES",2,3,1,"NO","NO","No"
499,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1301,"up to 100 K USD","above 7 YRS","NY","NO","NO","YES","NO","YES","2 to 3 YRS","YES","NO",32,"NO","NO","YES",1,2,1,"NO","NO","No"
500,"above 200 USD",6,"CRITICAL ACCOUNT","NEW CAR",1323,"100 to 500 K USD","above 7 YRS","NJ","YES","NO","NO","NO","NO","4","NO","NO",28,"NO","NO","YES",2,3,2,"YES","NO","No"
501,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",3123,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",27,"NO","NO","YES",1,3,1,"NO","NO","Yes"
502,"0 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",5493,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","YES",42,"NO","NO","NO",1,3,2,"NO","NO","No"
503,"above 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1126,"100 to 500 K USD","above 7 YRS","NJ","YES","NO","NO","NO","NO","4","YES","NO",49,"NO","NO","YES",1,3,1,"NO","NO","No"
504,"0 to 200 USD",24,"CRITICAL ACCOUNT","ELECTRONICS",1216,"100 to 500 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","4","NO","YES",38,"YES","NO","YES",2,3,2,"NO","NO","Yes"
505,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1207,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",24,"NO","YES","NO",1,3,1,"NO","NO","Yes"
506,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1309,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","YES","NO","NO","YES","4","NO","NO",27,"NO","NO","YES",1,2,1,"NO","NO","Yes"
507,"above 200 USD",15,"CRITICAL ACCOUNT","USED CAR",2360,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",36,"NO","NO","YES",1,3,1,"YES","NO","No"
508,"0 to 200 USD",15,"ALL CREDITS PAID BACK","NEW CAR",6850,"100 to 500 K USD","TBD","PA","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",34,"NO","NO","YES",1,4,2,"YES","NO","Yes"
509,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1413,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",28,"NO","NO","YES",1,3,1,"NO","NO","No"
